34542	2018.04.14	06:00:41.699	2	611	0065-0141848392	
34543	2018.04.14	06:00:43.059	1	2466	0065-0141848392	
34544	2018.04.14	06:02:34.205	4	625	0065-0136665697	
34545	2018.04.14	06:02:35.063	3	1251	0065-0136665697	
34546	2018.04.14	06:02:38.787	2	226	0065-0136665697	
34547	2018.04.14	06:02:39.190	1	648	0065-0136665697	
34548	2018.04.14	06:02:58.926	8	810	0065-0141848392	
34549	2018.04.14	06:03:00.098	7	5433	0065-0141848392	
34550	2018.04.14	06:03:29.921	6	717	0065-0141848392	
34551	2018.04.14	06:03:30.934	5	2393	0065-0141848392	
34552	2018.04.14	06:05:25.582	4	715	0065-0136656647	
34553	2018.04.14	06:05:26.582	3	900	0065-0136656647	
34554	2018.04.14	06:05:28.418	2	534	0065-0136656647	
34555	2018.04.14	06:05:29.219	1	636	0065-0136656647	
34556	2018.04.14	06:05:35.388	8	609	0065-0136656647	
34557	2018.04.14	06:05:36.388	7	1763	0065-0136656647	
34558	2018.04.14	06:05:39.275	6	406	0065-0136656647	
34559	2018.04.14	06:05:39.840	5	4330	0065-0136656647	
34560	2018.04.14	06:05:44.875	5	216	0065-0136656647	
34561	2018.04.14	06:06:42.299	8	619	0065-0136665697	
34562	2018.04.14	06:06:43.268	7	1243	0065-0136665697	
34563	2018.04.14	06:06:44.738	7	432	0065-0136665697	
34564	2018.04.14	06:08:13.727	6	440	0065-0136665697	
34565	2018.04.14	06:08:14.417	5	1176	0065-0136665697	
34566	2018.04.14	06:08:45.372	4	219	0065-0136665697	
34567	2018.04.14	06:08:45.662	3	551	0065-0136665697	
34568	2018.04.14	06:08:51.446	2	519	0065-0136665697	
34569	2018.04.14	06:08:52.225	1	714	0065-0136665697	
34570	2018.04.14	06:08:56.533	8	531	0065-0136665697	
34571	2018.04.14	06:08:57.426	7	1623	0065-0136665697	
34572	2018.04.14	06:09:28.979	4	514	0065-0141848392	
34573	2018.04.14	06:09:29.914	7	739	0065-0136665697	
34574	2018.04.14	06:09:30.816	3	934	0065-0141848392	
34575	2018.04.14	06:09:30.809	7	1529	0065-0136665697	
34576	2018.04.14	06:09:32.595	2	421	0065-0141848392	
34577	2018.04.14	06:09:33.401	1	943	0065-0141848392	
34578	2018.04.14	06:09:32.921	8	2418	0065-0136665697	
34579	2018.04.14	06:09:41.663	8	558	0065-0136665697	
34580	2018.04.14	06:09:42.507	7	1458	0065-0136665697	
34581	2018.04.14	06:09:56.908	8	898	0065-0141848392	
34582	2018.04.14	06:09:59.161	6	321	0065-0136665697	
34583	2018.04.14	06:09:58.039	7	1990	0065-0141848392	
34584	2018.04.14	06:09:59.462	5	974	0065-0136665697	
34585	2018.04.14	06:10:01.353	4	913	0065-0136665697	
34586	2018.04.14	06:10:03.202	6	324	0065-0141848392	
34587	2018.04.14	06:10:02.563	3	1430	0065-0136665697	
34588	2018.04.14	06:10:03.840	5	3842	0065-0141848392	
34589	2018.04.14	06:12:28.936	2	603	0065-0136665697	
34590	2018.04.14	06:12:29.946	1	834	0065-0136665697	
34591	2018.04.14	06:17:22.730	8	724	0065-0136665697	
34592	2018.04.14	06:17:23.656	7	1326	0065-0136665697	
34593	2018.04.14	06:17:40.856	6	354	0065-0136665697	
34594	2018.04.14	06:17:41.702	5	1190	0065-0136665697	
34595	2018.04.14	06:19:06.683	4	1106	0065-0136665697	
34596	2018.04.14	06:19:08.116	3	1063	0065-0136665697	
34597	2018.04.14	06:19:20.100	3	1567	0065-0136665697	
34598	2018.04.14	06:19:21.975	4	1989	0065-0136665697	
34599	2018.04.14	06:19:43.734	5	1061	0065-0136665697	
34600	2018.04.14	06:19:45.030	6	2593	0065-0136665697	
34601	2018.04.14	06:19:50.195	7	317	0065-0136665697	
34602	2018.04.14	06:19:50.499	8	450	0065-0136665697	
34603	2018.04.14	06:19:52.241	8	537	0065-0136665697	
34604	2018.04.14	06:19:52.832	7	901	0065-0136665697	
34605	2018.04.14	06:20:00.391	7	1187	0065-0136665697	
34606	2018.04.14	06:21:07.825	6	517	0065-0136665697	
34607	2018.04.14	06:21:08.623	5	3936	0065-0136665697	
34608	2018.04.14	06:21:14.392	5	405	0065-0136669247	
34609	2018.04.14	06:21:15.046	6	1875	0065-0136669247	
34610	2018.04.14	06:21:19.830	7	619	0065-0136669247	
34611	2018.04.14	06:21:20.659	8	1303	0065-0136669247	
34612	2018.04.14	06:22:13.136	1	811	0065-0136669247	
34613	2018.04.14	06:22:14.792	2	223	0065-0136669247	
34614	2018.04.14	06:22:15.048	2	1841	0065-0136669247	
34615	2018.04.14	06:22:39.500	3	467	0065-0136669247	
34616	2018.04.14	06:22:40.294	4	1831	0065-0136669247	
34617	2018.04.14	06:23:50.109	4	713	0065-0136669247	
34618	2018.04.14	06:23:51.400	3	1256	0065-0136669247	
34619	2018.04.14	06:24:17.855	2	408	0065-0136669247	
34620	2018.04.14	06:24:18.424	1	900	0065-0136669247	
34621	2018.04.14	06:25:42.035	8	1681	0065-0136669247	
34622	2018.04.14	06:25:43.766	7	906	0065-0136669247	
34623	2018.04.14	06:28:54.127	7	523	0065-0136669247	
34624	2018.04.14	06:28:54.664	8	706	0065-0136669247	
34625	2018.04.14	06:29:00.847	8	622	0065-0136669247	
34626	2018.04.14	06:29:01.782	7	1594	0065-0136669247	
34627	2018.04.14	06:29:03.907	7	212	0065-0136669247	
34628	2018.04.14	06:29:04.242	7	221	0065-0136669247	
34629	2018.04.14	06:29:04.962	7	517	0065-0136669247	
34630	2018.04.14	06:29:21.941	6	809	0065-0136669247	
34631	2018.04.14	06:29:22.894	5	3695	0065-0136669247	
34632	2018.04.14	06:29:28.618	4	518	0065-0136669247	
34633	2018.04.14	06:29:29.358	3	1219	0065-0136669247	
34634	2018.04.14	06:29:56.999	3	1281	0065-0136669247	
34635	2018.04.14	06:29:59.155	4	1702	0065-0136669247	
34636	2018.04.14	06:30:08.631	4	315	0065-0136665697	
34637	2018.04.14	06:30:08.822	3	406	0065-0136669247	
34638	2018.04.14	06:30:09.239	3	603	0065-0136665697	
34639	2018.04.14	06:30:11.020	2	337	0065-0136669247	
34640	2018.04.14	06:30:11.393	1	511	0065-0136669247	
34641	2018.04.14	06:30:11.738	2	310	0065-0136665697	
34642	2018.04.14	06:30:11.920	1	313	0065-0136669247	
34643	2018.04.14	06:30:12.639	1	625	0065-0136665697	
34644	2018.04.14	06:30:15.732	8	421	0065-0136669247	
34645	2018.04.14	06:30:16.180	8	320	0065-0136665697	
34646	2018.04.14	06:30:16.364	7	613	0065-0136669247	
34647	2018.04.14	06:30:17.083	7	601	0065-0136665697	
34648	2018.04.14	06:30:17.926	6	323	0065-0136669247	
34649	2018.04.14	06:30:18.357	5	713	0065-0136669247	
34650	2018.04.14	06:30:19.092	5	1000	0065-0136665697	
34651	2018.04.14	06:31:30.382	4	740	0065-0136656003	
34652	2018.04.14	06:31:31.635	3	998	0065-0136656003	
34653	2018.04.14	06:31:34.291	2	535	0065-0136656003	
34654	2018.04.14	06:31:35.088	1	911	0065-0136656003	
34655	2018.04.14	06:33:30.144	5	693	0065-0136669247	
34656	2018.04.14	06:33:31.202	6	1187	0065-0136669247	
34657	2018.04.14	06:33:35.788	6	520	0065-0136669247	
34658	2018.04.14	06:33:36.458	5	1229	0065-0136669247	
34659	2018.04.14	06:33:38.055	5	1298	0065-0136669247	
34660	2018.04.14	06:34:30.139	8	1297	0065-0136656003	
34661	2018.04.14	06:34:31.845	7	1813	0065-0136656003	
34662	2018.04.14	06:34:33.715	7	218	0065-0136656003	
34663	2018.04.14	06:34:34.019	7	709	0065-0136656003	
34664	2018.04.14	06:34:58.006	7	365	0065-0136656003	
34665	2018.04.14	06:34:58.472	8	776	0065-0136656003	
34666	2018.04.14	06:35:00.350	1	598	0065-0136656003	
34667	2018.04.14	06:35:01.285	2	1990	0065-0136656003	
34668	2018.04.14	06:35:10.574	3	723	0065-0136656003	
34669	2018.04.14	06:35:11.472	4	823	0065-0136656003	
34670	2018.04.14	06:35:26.665	5	696	0065-0136669247	
34671	2018.04.14	06:35:27.788	6	1691	0065-0136669247	
34672	2018.04.14	06:35:32.428	7	414	0065-0136669247	
34673	2018.04.14	06:35:32.958	8	504	0065-0136669247	
34674	2018.04.14	06:35:34.354	1	318	0065-0136669247	
34675	2018.04.14	06:35:34.860	2	745	0065-0136669247	
34676	2018.04.14	06:35:36.921	3	752	0065-0136669247	
34677	2018.04.14	06:35:37.837	4	819	0065-0136669247	
34678	2018.04.14	06:36:42.298	4	507	0065-0136669247	
34679	2018.04.14	06:36:43.164	3	598	0065-0136669247	
34680	2018.04.14	06:37:29.787	3	408	0065-0136669247	
34681	2018.04.14	06:37:30.318	4	804	0065-0136669247	
34682	2018.04.14	06:37:33.897	4	1908	0065-0136669247	
34683	2018.04.14	06:37:36.066	3	606	0065-0136669247	
34684	2018.04.14	06:38:12.735	3	313	0065-0136669247	
34685	2018.04.14	06:38:13.238	4	600	0065-0136669247	
34686	2018.04.14	06:38:15.476	4	1713	0065-0136669247	
