99229	2018.04.16	06:00:45.831	4	326	0065-0136665967	
99230	2018.04.16	06:00:46.215	4	1798	0065-0136665967	
99231	2018.04.16	06:00:47.987	3	655	0065-0136665967	
99232	2018.04.16	06:00:48.938	2	324	0065-0136665967	
99233	2018.04.16	06:00:49.192	1	434	0065-0136665967	
99234	2018.04.16	06:00:49.839	8	314	0065-0136665967	
99235	2018.04.16	06:00:50.172	7	713	0065-0136665967	
99236	2018.04.16	06:01:51.086	6	344	0065-0136665967	
99237	2018.04.16	06:01:51.456	5	2028	0065-0136665967	
99238	2018.04.16	06:01:56.266	4	310	0065-0136665967	
99239	2018.04.16	06:01:56.657	3	620	0065-0136665967	
99240	2018.04.16	06:01:57.509	2	315	0065-0136665967	
99241	2018.04.16	06:01:57.821	1	601	0065-0136665967	
99242	2018.04.16	06:02:03.076	8	2188	0065-0136665967	
99243	2018.04.16	06:02:05.550	7	3464	0065-0136665967	
99244	2018.04.16	06:02:09.130	7	542	0065-0136665967	
99245	2018.04.16	06:02:14.747	6	316	0065-0136665967	
99246	2018.04.16	06:02:15.015	5	593	0065-0136665967	
99247	2018.04.16	06:02:15.873	4	309	0065-0136665967	
99248	2018.04.16	06:02:16.134	3	2227	0065-0136665967	
99249	2018.04.16	06:03:46.279	3	420	0065-0136665967	
99250	2018.04.16	06:03:46.635	4	725	0065-0136665967	
99251	2018.04.16	06:03:49.271	4	336	0065-0136665967	
99252	2018.04.16	06:03:49.603	3	2805	0065-0136665967	
99253	2018.04.16	06:03:59.614	2	321	0065-0136665967	
99254	2018.04.16	06:03:59.981	1	597	0065-0136665967	
99255	2018.04.16	06:04:09.321	8	313	0065-0136665967	
99256	2018.04.16	06:04:09.651	7	2800	0065-0136665967	
99257	2018.04.16	06:04:16.335	6	321	0065-0136665967	
99258	2018.04.16	06:04:16.636	5	1330	0065-0136665967	
99259	2018.04.16	06:22:05.935	4	500	0065-0141851244	
99260	2018.04.16	06:22:06.629	3	2151	0065-0141851244	
99261	2018.04.16	06:22:09.528	2	504	0065-0141851244	
99262	2018.04.16	06:22:10.200	1	517	0065-0141851244	
99263	2018.04.16	06:24:47.210	8	321	0065-0141851244	
99264	2018.04.16	06:24:47.760	7	1914	0065-0141851244	
99265	2018.04.16	06:24:51.001	6	420	0065-0141851244	
99266	2018.04.16	06:24:51.611	5	819	0065-0141851244	
99267	2018.04.16	06:27:36.736	5	508	0065-0136669247	
99268	2018.04.16	06:27:37.629	6	1904	0065-0136669247	
99269	2018.04.16	06:27:42.866	7	708	0065-0136669247	
99270	2018.04.16	06:27:43.970	8	1873	0065-0136669247	
99271	2018.04.16	06:28:04.891	1	500	0065-0136669247	
99272	2018.04.16	06:28:05.665	2	2788	0065-0136669247	
99273	2018.04.16	06:28:10.006	3	738	0065-0136669247	
99274	2018.04.16	06:28:10.936	4	1436	0065-0136669247	
99275	2018.04.16	06:42:58.549	5	843	0065-0141848392	
99276	2018.04.16	06:42:59.743	6	1554	0065-0141848392	
99277	2018.04.16	06:43:03.365	7	612	0065-0141848392	
99278	2018.04.16	06:43:04.069	8	1304	0065-0141848392	
99279	2018.04.16	06:44:46.334	1	632	0065-0141848392	
99280	2018.04.16	06:44:48.696	2	2736	0065-0141848392	
99281	2018.04.16	06:44:59.930	2	378	0065-0141848392	
99282	2018.04.16	06:45:01.081	2	1336	0065-0141848392	
99283	2018.04.16	06:45:02.712	1	1124	0065-0141848392	
99284	2018.04.16	06:45:20.589	8	1298	0065-0141848392	
99285	2018.04.16	06:45:22.757	7	6619	0065-0141848392	
99286	2018.04.16	06:45:49.458	7	1303	0065-0141848392	
99287	2018.04.16	06:45:50.743	8	711	0065-0141848392	
99288	2018.04.16	06:52:13.238	1	543	0065-0141848392	
99289	2018.04.16	06:52:13.861	1	578	0065-0141848392	
99290	2018.04.16	06:52:15.757	2	1288	0065-0141848392	
99291	2018.04.16	06:52:18.406	3	419	0065-0141848392	
99292	2018.04.16	06:52:18.973	4	1118	0065-0141848392	
