134134	2018.04.17	06:00:47.939	4	811	0065-0136669007	
134135	2018.04.17	06:00:48.798	3	511	0065-0136669007	
134136	2018.04.17	06:00:50.176	2	1498	0065-0136669007	
134137	2018.04.17	06:00:51.851	1	226	0065-0136669007	
134138	2018.04.17	06:02:01.737	5	514	0065-0141851244	
134139	2018.04.17	06:02:02.446	6	1876	0065-0141851244	
134140	2018.04.17	06:02:06.192	7	459	0065-0141851244	
134141	2018.04.17	06:02:06.607	8	501	0065-0141851244	
134142	2018.04.17	06:02:46.222	8	508	0065-0141851244	
134143	2018.04.17	06:02:46.813	7	751	0065-0141851244	
134144	2018.04.17	06:03:14.059	7	311	0065-0141851244	
134145	2018.04.17	06:03:14.348	8	560	0065-0141851244	
134146	2018.04.17	06:03:44.580	1	217	0065-0141851244	
134147	2018.04.17	06:03:44.983	2	436	0065-0141851244	
134148	2018.04.17	06:03:48.723	3	308	0065-0141851244	
134149	2018.04.17	06:03:49.098	4	1010	0065-0141851244	
134150	2018.04.17	06:05:04.500	8	1015	0065-0136669007	
134151	2018.04.17	06:05:05.616	7	646	0065-0136669007	
134152	2018.04.17	06:05:14.157	6	212	0065-0136669007	
134153	2018.04.17	06:05:14.498	5	221	0065-0136669007	
134154	2018.04.17	06:07:56.796	5	2073	0065-0141851244	
134155	2018.04.17	06:07:59.457	6	2960	0065-0141851244	
134156	2018.04.17	06:08:04.047	7	939	0065-0141851244	
134157	2018.04.17	06:08:05.190	8	1335	0065-0141851244	
134158	2018.04.17	06:11:15.533	8	789	0065-0141851244	
134159	2018.04.17	06:11:16.462	7	1241	0065-0141851244	
134160	2018.04.17	06:11:18.872	6	331	0065-0141851244	
134161	2018.04.17	06:11:19.244	5	612	0065-0141851244	
134162	2018.04.17	06:33:26.331	5	543	0065-0141848392	
134163	2018.04.17	06:33:27.197	6	1064	0065-0141848392	
134164	2018.04.17	06:33:29.359	7	625	0065-0141848392	
134165	2018.04.17	06:33:30.099	8	1289	0065-0141848392	
134166	2018.04.17	06:34:12.533	4	512	0065-0141851244	
134167	2018.04.17	06:34:12.618	1	630	0065-0141848392	
134168	2018.04.17	06:34:13.162	3	947	0065-0141851244	
134169	2018.04.17	06:34:14.152	3	223	0065-0141851244	
134170	2018.04.17	06:34:16.156	2	1498	0065-0141848392	
134171	2018.04.17	06:34:22.068	2	213	0065-0141851244	
134172	2018.04.17	06:34:22.477	1	313	0065-0141851244	
134173	2018.04.17	06:34:24.177	2	432	0065-0141848392	
134174	2018.04.17	06:34:24.857	1	1028	0065-0141848392	
134175	2018.04.17	06:34:34.083	8	511	0065-0141851244	
134176	2018.04.17	06:34:34.891	7	1267	0065-0141851244	
134177	2018.04.17	06:34:39.751	6	326	0065-0141851244	
134178	2018.04.17	06:34:40.043	8	419	0065-0141848392	
134179	2018.04.17	06:34:40.223	5	525	0065-0141851244	
134180	2018.04.17	06:34:40.548	7	902	0065-0141848392	
134181	2018.04.17	06:34:41.859	6	219	0065-0141848392	
